Indicação de data e hora,RA,"Dentre os 20 pontos amostrados, quantos estavam sobre a água?","Dentre os 50 pontos amostrados, quantos estavam sobre a água?",Cole aqui o link do mapa gerado com 20 pontos,Cole aqui o link do mapa gerado com 50 pontos
04/05/2015 14:52:28,175794,11,38,http://www.geomidpoint.com/random/viewmap.html?0|29.95230315|-64.73386249|18.12485238|-25.41788786|5.73378431|41.3989754|-15.03429255|-3.6744614|2.81911249|40.63968837|-33.95787041|35.01235949|-21.09714789|-4.4038765|65.8243051|33.17655242|-42.19502303|-20.10662731|56.71617078|5.89353503&0|22.0057048|-19.93269892|142.17189596|-131.25149158|-21.64799062|161.99132137|-32.70570819|109.64243045|14.28276002|18.92592997|115.07921175|33.66891119|-149.87486155|27.00000131|95.19159584|-93.58566225|-97.15206272|-51.03737674|-177.09932077|119.87003196&1,http://www.geomidpoint.com/random/viewmap.html?0|-21.89545244|3.42803497|-41.47340538|-37.78134615|-3.45547702|-23.68566416|7.7565089|-32.91520558|-36.01342395|7.45310675|-40.09439013|59.69962187|-8.97002838|39.73331323|62.32477797|61.16537715|13.17312255|-3.36233288|-83.31536604|-62.57382093|-16.41494463|-30.24098589|-9.71678499|30.39310693|49.12109358|-31.51615426|48.69468488|-8.20921938|10.26462482|-9.24850359|-51.89855109|-20.95140595|-70.41419263|-36.9651337|-2.84542743|11.06836628|-16.85892961|6.36142119|-80.94469118|73.46747853|-56.54168417|-16.49585068|-79.15232706|35.24413135|-55.40479645|12.97478579|-4.07199133|-35.26362312|63.82606319|55.1028585&0|-68.02253906|-153.09474261|-41.42862758|168.68525282|-126.12899953|77.79099937|-40.12359832|8.81023683|27.83199828|-84.03281916|175.98958528|-22.66719756|-63.61445332|162.19998848|-24.96575574|-178.2852322|142.05324609|155.22840629|-95.66263075|31.94685281|-138.56131253|126.14993847|9.55057899|-72.85704622|-56.30531541|-11.73713344|-17.46697138|-171.15309884|-106.01064099|155.79179531|-41.39097382|71.56253839|11.77343151|-8.36235703|124.75898485|20.02102846|122.59415278|78.5157535|-12.82534958|-8.05411106|136.04818064|4.3180238|-108.50257987|121.45642997|81.77381629|-52.26737637|-126.7377018|-49.95829039|165.27845548|149.52597112&1
04/05/2015 14:52:51,173435,15,35,http://www.geomidpoint.com/random/viewmap.html?0|4.54925742|0.72491207|-19.51571135|63.91825879|-4.56032355|14.30573811|23.00042507|52.65195103|14.52327076|2.18868419|34.20593893|-69.08974422|-2.57819985|27.77323144|6.02512618|-70.48181586|-14.76365101|19.88770146|46.12676558|21.11040104&0|-153.66551624|-0.82431562|86.66216746|-88.07771266|-82.52346606|-28.0795609|-21.03785926|59.30206932|-86.72776235|-43.40869017|142.905987|117.01529385|-115.24426974|-158.27215493|166.98849565|-172.25482729|-149.29980446|-41.97794598|15.49263566|36.41551303&1,http://www.geomidpoint.com/random/viewmap.html?0|33.15372384|-40.5967929|14.22100733|28.09149654|26.74738489|21.4990019|28.82645894|38.63207306|21.16269552|37.59742275|4.79589433|73.02529204|-18.57809845|-17.167956|48.37884295|-9.53265075|52.9328914|26.10784973|12.65626012|-13.42617839|6.15826882|64.90876785|68.23542836|8.74532627|-28.00434162|9.72172285|-13.00831994|24.73046409|62.87849068|13.79652132|-50.75179107|-17.14874236|55.06446087|-17.45256576|-16.21154108|-34.67441526|-48.4098069|58.52852761|-10.05431147|-16.61017937|6.71744498|23.19653702|-25.25876706|14.33500138|-38.15093079|13.06463026|11.58858374|-45.40342027|46.40480754|-14.97238763&0|21.91615224|91.29326554|9.53745697|-81.05233653|36.88504955|11.65714427|159.55250479|-29.35425389|41.97761998|147.07236497|-176.85726873|46.39765611|71.29475315|148.68435884|85.41247485|0.93267744|-127.87338514|-13.26750482|2.09524715|-11.60803118|117.3809126|91.11102903|11.30814683|-18.71763156|-24.84913977|-159.37199273|100.27797303|66.01376237|-89.2181433|-143.27030909|-97.4094545|1.40347544|87.0479636|-158.98133412|-85.75717608|98.33900184|88.61685465|-91.64424882|-62.85055412|15.27419855|167.77751168|123.98858979|120.74768566|-52.98566958|-35.99646204|-23.07073182|97.14234117|-137.2463453|-130.0614557|-162.95973918&1
04/05/2015 14:53:17,178739,15,30,"http://www.geomidpoint.com/random/viewmap.html?0|40.29303523|-23.63275302|17.61527187|-54.80514921|-55.75739252|-39.18058482|-23.50313057|-54.62851224|84.47877706|-47.93374378|15.92507008|-23.76383925|13.87253805|-13.53836735|-72.77789173|-46.2682534|73.97879027|-75.18463674|55.78586064|-13.11844776&0|-154.33967177|-75.55994838|-164.44835891|53.76207083|-137.17136142|5.07243649|-83.94875429|-79.73957141|-33.22785188|-112.51669962|98.41906304|163.22279897|-155.86230752|-170.72467131|159.56394675|123.22626275|153.8744986|30.94020746|62.90868332|31.90205728&1
",http://www.geomidpoint.com/random/viewmap.html?0|5.0778752|61.31113383|10.51696126|84.44867864|7.74185214|-15.78778192|-24.26502241|-14.82563618|10.02298437|40.04057605|-10.38399882|7.72162728|-23.76098085|-26.24558889|-10.6907226|49.15895406|44.89754865|46.92763706|58.95968538|-39.22385321|-32.62351296|64.29153008|-4.86836363|-43.83252567|11.32484653|56.56832446|13.03309895|37.47969119|35.39755723|-28.93851834|-16.66876402|37.78546577|-40.93425802|-36.29590959|-16.12401269|-71.98894489|-44.29033911|2.32063382|-44.50888569|42.75021161|49.93886268|47.8466046|-46.93840634|44.45034114|53.61364133|88.81140671|-0.4445377|36.98152707|19.05029663|-58.87251207&0|103.7919185|-49.81391342|168.47110167|-139.53903878|34.8026827|148.62687138|104.86665458|162.78177266|-11.91811379|-145.66748522|58.12597417|146.40360097|-90.39920551|-20.19717531|-64.1662438|-30.86301908|24.77063664|33.92471867|140.0882982|64.10952761|69.24600795|34.35844744|-52.3131043|-136.54385267|-145.54162388|-98.06225997|138.54127885|59.88069276|-35.49709958|122.86762545|80.78679568|-175.58662399|43.55535649|74.9857016|-121.618204|26.11903324|71.84899194|-176.79344262|98.05313879|-67.24690836|158.35196176|-86.70576122|29.68138077|43.44742888|-70.84802437|32.48828371|-55.42999345|128.25353936|-120.76337607|96.30453126&1
04/05/2015 14:53:45,178739,15,30,"http://www.geomidpoint.com/random/viewmap.html?0|40.29303523|-23.63275302|17.61527187|-54.80514921|-55.75739252|-39.18058482|-23.50313057|-54.62851224|84.47877706|-47.93374378|15.92507008|-23.76383925|13.87253805|-13.53836735|-72.77789173|-46.2682534|73.97879027|-75.18463674|55.78586064|-13.11844776&0|-154.33967177|-75.55994838|-164.44835891|53.76207083|-137.17136142|5.07243649|-83.94875429|-79.73957141|-33.22785188|-112.51669962|98.41906304|163.22279897|-155.86230752|-170.72467131|159.56394675|123.22626275|153.8744986|30.94020746|62.90868332|31.90205728&1
",http://www.geomidpoint.com/random/viewmap.html?0|5.0778752|61.31113383|10.51696126|84.44867864|7.74185214|-15.78778192|-24.26502241|-14.82563618|10.02298437|40.04057605|-10.38399882|7.72162728|-23.76098085|-26.24558889|-10.6907226|49.15895406|44.89754865|46.92763706|58.95968538|-39.22385321|-32.62351296|64.29153008|-4.86836363|-43.83252567|11.32484653|56.56832446|13.03309895|37.47969119|35.39755723|-28.93851834|-16.66876402|37.78546577|-40.93425802|-36.29590959|-16.12401269|-71.98894489|-44.29033911|2.32063382|-44.50888569|42.75021161|49.93886268|47.8466046|-46.93840634|44.45034114|53.61364133|88.81140671|-0.4445377|36.98152707|19.05029663|-58.87251207&0|103.7919185|-49.81391342|168.47110167|-139.53903878|34.8026827|148.62687138|104.86665458|162.78177266|-11.91811379|-145.66748522|58.12597417|146.40360097|-90.39920551|-20.19717531|-64.1662438|-30.86301908|24.77063664|33.92471867|140.0882982|64.10952761|69.24600795|34.35844744|-52.3131043|-136.54385267|-145.54162388|-98.06225997|138.54127885|59.88069276|-35.49709958|122.86762545|80.78679568|-175.58662399|43.55535649|74.9857016|-121.618204|26.11903324|71.84899194|-176.79344262|98.05313879|-67.24690836|158.35196176|-86.70576122|29.68138077|43.44742888|-70.84802437|32.48828371|-55.42999345|128.25353936|-120.76337607|96.30453126&1
04/05/2015 14:54:31,164272,13,40,http://www.geomidpoint.com/random/viewmap.html?0|-74.97214371|29.16509784|0.56662579|-66.44446643|4.62197572|39.18040525|15.88633306|-10.76921078|-5.73239857|-70.9477684|-41.25595602|-11.62152074|1.02865479|-28.97671637|-5.2276861|77.0772205|-41.42367111|-25.57121524|-29.46893258|18.67596103&0|-80.50781042|112.86859979|120.05838064|164.49882475|-66.36561598|21.35828003|-140.58708253|139.66876405|-136.56727759|85.24994654|138.80142306|-115.54517079|-87.07989729|-14.86300034|107.037303|-42.90181034|-48.68777658|-96.03255476|-111.2966813|-31.59582743&1,http://www.geomidpoint.com/random/viewmap.html?0|57.26982435|-80.78770273|-26.05701373|-24.75952012|-45.80181875|-75.6798405|-29.65846168|-21.48274534|17.28160494|0.20159485|16.13719015|52.34061077|35.12471594|-26.7439509|-63.62832024|-80.79196364|23.7909881|-13.23392369|13.73787828|-36.0690607|-12.28950784|1.03067712|46.19583365|25.24420778|7.99488009|-36.0745834|-15.41655325|-61.11927279|2.598331|26.4154703|-27.87848675|-37.27222771|18.18057215|-11.01205063|-42.23675249|-3.33334666|42.10410442|-56.09776993|49.34320127|8.43574716|16.1318514|39.19311291|-2.80276735|-45.65749315|-36.91862799|-26.14262714|-14.22240432|61.92412656|-1.15144598|39.79928219&0|-40.57998853|164.13482398|128.57015938|72.77854479|18.56772737|-19.52100844|32.45043844|64.20368956|-10.31037236|-116.97120896|177.14246399|131.10625908|-76.54170971|76.23326086|162.75780618|-67.52722996|-97.39473624|-174.80899185|163.24175135|92.09590995|-140.76478002|-132.91766939|11.54298021|172.65466371|135.99593467|45.98861504|-120.2855477|-79.36600716|90.12923385|53.38282165|-30.36815965|101.62238427|155.86502076|-174.27075011|26.98638344|-136.33996811|31.90444459|72.46066858|176.42902507|-86.12841356|12.91601746|156.18833352|80.33564358|-179.37265471|132.79444003|-63.75719924|108.3099339|-12.20554741|-106.06722062|-78.77498883&1
04/05/2015 14:54:49,176952,13,36,http://www.geomidpoint.com/random/viewmap.html?0|80.6645269|-2.39779143|30.97425127|-17.67529029|-15.50121238|37.0094589|8.13467203|23.39703584|-8.61030423|3.99139491|47.80385845|-78.11547045|25.62129466|22.11068795|21.35657351|4.46898598|-56.36525228|-60.38738673|-22.28928688|48.26468169&0|-167.95892092|168.25143029|138.02648344|-174.62976985|-77.03888908|-59.66295334|-38.05947559|-61.64105033|-55.04326075|35.30481575|118.05379127|-132.89673459|43.55925131|158.70325066|-88.32120084|-36.92851931|-66.02840159|-155.62608865|-152.01529205|-122.8507661&1,http://www.geomidpoint.com/random/viewmap.html?0|-38.15442403|-21.09350408|26.47314537|2.96029411|25.22373521|-44.40999556|-11.36374041|-24.14551398|24.9599838|-36.17412347|-8.70254256|21.34520991|0.30344391|-17.35168462|45.16669093|-61.04646158|-73.9165544|17.67363687|42.6337242|10.58778956|-32.39353173|4.78849344|-37.39544499|-82.03605303|-61.77203684|2.6177786|-20.33011612|76.0137786|-34.21458549|-21.90785634|25.50997086|-54.45749105|-16.088127|29.94451605|-51.03638912|41.75323972|-47.86158403|-1.62350149|-2.7881066|11.28460402|-53.06532632|60.16943198|-55.28122057|22.57963396|31.29412751|14.23856164|29.36678138|49.49487603|-56.05627409|36.31788688&0|3.7999466|-11.34976691|-48.87908284|-3.69148224|-169.8338915|34.08512028|31.35825574|69.607098|141.00995925|101.90835306|41.4483967|-107.51476872|113.72135911|-128.54779531|149.11946361|26.91795442|123.65789955|-116.28483807|109.03622585|40.04348351|-33.48493851|-81.5679947|105.26133888|-127.89871207|164.55319207|112.70651546|-47.7026152|178.87066462|-160.86121971|-77.13196196|4.30779139|132.26387066|121.67328516|-13.8848483|130.21211083|170.60343044|-50.17966192|-106.05484571|-111.98805478|60.77348062|41.40848805|-126.55067225|146.32548131|-21.82367529|-131.50517491|169.36345029|67.96153184|135.05995599|-18.22824568|106.71075323&1
04/05/2015 14:55:35,178739,11,30,http://www.geomidpoint.com/random/viewmap.html?0|10.84884181|57.04585751|44.73766632|41.46028382|-81.41876378|31.62587905|-22.23305189|-30.8606082|26.62300193|34.94425636|-42.57452313|-23.59001103|36.62885143|-27.86448327|44.49321193|-14.35074095|-8.59689592|9.32317518|-13.18663373|15.19866881&0|128.33426356|-123.61195715|-57.23242056|-41.2800048|-88.56535932|-134.6706255|79.91087474|-59.1441842|-141.43574228|43.38020753|160.30046523|-174.72017853|-103.95249809|11.6932175|-117.40291395|159.1948368|-139.88905434|157.91767445|18.81799697|45.56217052&1,http://www.geomidpoint.com/random/viewmap.html?0|5.0778752|61.31113383|10.51696126|84.44867864|7.74185214|-15.78778192|-24.26502241|-14.82563618|10.02298437|40.04057605|-10.38399882|7.72162728|-23.76098085|-26.24558889|-10.6907226|49.15895406|44.89754865|46.92763706|58.95968538|-39.22385321|-32.62351296|64.29153008|-4.86836363|-43.83252567|11.32484653|56.56832446|13.03309895|37.47969119|35.39755723|-28.93851834|-16.66876402|37.78546577|-40.93425802|-36.29590959|-16.12401269|-71.98894489|-44.29033911|2.32063382|-44.50888569|42.75021161|49.93886268|47.8466046|-46.93840634|44.45034114|53.61364133|88.81140671|-0.4445377|36.98152707|19.05029663|-58.87251207&0|103.7919185|-49.81391342|168.47110167|-139.53903878|34.8026827|148.62687138|104.86665458|162.78177266|-11.91811379|-145.66748522|58.12597417|146.40360097|-90.39920551|-20.19717531|-64.1662438|-30.86301908|24.77063664|33.92471867|140.0882982|64.10952761|69.24600795|34.35844744|-52.3131043|-136.54385267|-145.54162388|-98.06225997|138.54127885|59.88069276|-35.49709958|122.86762545|80.78679568|-175.58662399|43.55535649|74.9857016|-121.618204|26.11903324|71.84899194|-176.79344262|98.05313879|-67.24690836|158.35196176|-86.70576122|29.68138077|43.44742888|-70.84802437|32.48828371|-55.42999345|128.25353936|-120.76337607|96.30453126&1
04/05/2015 14:55:45,174183,11,35,http://www.geomidpoint.com/random/viewmap.html?0|70.27692156|-16.55673037|-30.87997221|14.54049542|-47.87409547|24.20015165|23.65993474|-24.74482201|-23.6648327|-0.43959254|-66.68793701|-70.51901623|-39.43523684|-83.3498953|44.06746751|6.85789198|47.12319191|33.77068109|69.44171573|0.86105861&0|4.23952889|-5.90413742|-127.17032519|-13.83018092|18.81816041|81.40547669|71.24576343|-130.97649993|146.41037967|162.85906953|28.08837568|152.12047022|126.51947692|52.43393889|84.61602484|23.63667586|-1.45661104|-9.72713273|-177.52794291|-112.48627319&1,http://www.geomidpoint.com/random/viewmap.html?0|-35.53311093|-10.0541179|3.34632739|17.61676565|5.66071984|-50.11614292|-4.08295636|-2.44675562|18.23916058|57.03287605|-41.07332069|46.45185129|27.79140852|19.56329932|-3.29778366|-55.06338083|50.1765239|-66.55991296|-3.65626055|-44.35986575|-42.34851876|-42.97343673|4.80561063|73.07328876|39.08057876|-7.21081923|-38.44766787|31.49451916|-64.73439461|77.42039345|-64.25148997|-18.33349827|56.71793347|-12.04487237|-33.29567287|25.41877882|42.75648578|-3.47106227|-52.98004996|44.25001095|-40.49800359|-68.89651288|29.91100028|65.2632795|68.33095696|-16.71039815|1.91076708|-47.53715272|-4.54321103|7.07019438&0|37.11097315|15.13521551|-63.63791281|75.45438489|126.52555192|50.3635585|13.2540041|97.94769033|-48.22467687|-35.57406632|96.1181926|119.38967938|-146.92583738|80.02907406|142.54405599|145.43760037|61.25004645|-78.0207985|150.96879246|-54.19857747|121.38145144|47.9639073|-87.81019133|14.06298191|-114.81538466|43.5059691|-168.22122846|34.18620968|-177.69640021|13.41072426|61.37345247|-111.56083258|22.45282722|-148.04776195|143.98909353|-172.15605056|-132.3592046|-68.24382779|27.3873653|-159.33592021|114.76092431|-54.03017754|-110.18877902|81.4154498|-121.3129376|150.80209059|122.68216163|-158.3695934|112.7019649|-51.98192146&1
04/05/2015 14:56:06,173983,16,39,"http://www.geomidpoint.com/random/viewmap.html?0|41.32777617|-0.19434466|-64.92020228|-8.44517651|-38.60891639|29.62300017|4.22074439|-15.3596354|-11.84917251|-7.69628297|-33.19488753|-29.56904205|80.57959445|58.20654114|-51.86009156|67.12968581|7.63133771|3.08483044|21.49576231|15.05961322&0|-39.21243172|-60.462874|-7.72213378|-63.68375296|-59.81981986|84.24520219|-101.27448578|-29.45343841|96.54886545|-108.17639621|35.44716385|-132.08875656|55.05771003|176.99060564|-85.21722126|9.85917306|-162.29750038|86.47920644|120.88954314|-179.44121103&1
",http://www.geomidpoint.com/random/viewmap.html?0|15.98186248|36.40093566|-18.84325803|45.43586598|-30.60748938|7.88469573|48.03169249|4.40681028|-43.93074886|-9.23126897|0.40317259|-35.30505097|72.77884097|3.77996558|-5.70021478|28.25540735|23.88681389|-54.73828312|1.94193521|37.48655544|-54.36334169|36.97826967|51.64759042|-26.85174143|-30.19615187|20.94418318|-66.19341978|-8.45682381|-0.07305846|43.29144122|57.10439237|-19.82691697|-77.50691788|15.66830169|-27.12640484|35.2514739|43.31042522|3.05633565|3.95529752|-3.94303568|-19.88184339|37.41498258|-26.39987697|4.45923786|57.89200608|61.34039634|-26.2861323|-49.89356873|-65.04141008|54.92816415&0|62.2980852|104.03222994|108.89882667|-173.17622389|-116.55325887|-136.40167691|-72.76455034|81.55666429|-89.74232215|-60.84979611|72.39282549|27.14717147|130.09372782|-44.69808419|-26.08860115|-127.73409179|65.25072159|82.24355403|-61.6303887|172.93371526|67.42324475|-179.257262|-136.90579026|-141.75330056|73.83175013|-94.69913173|161.61971725|-86.87314705|-78.61743228|-135.3202371|10.70273458|139.68516343|-23.85382348|92.19363475|45.22101039|-61.85972154|61.56904065|-161.26149413|-44.09371785|117.94864632|-30.78119848|-8.52348308|105.92905896|176.86369859|-93.09764437|-176.55071166|-139.05779602|45.55483945|88.816187|-41.40731456&1
04/05/2015 14:56:31,171342,15,34,http://www.geomidpoint.com/random/viewmap.html?0|25.86471071|9.47382814|41.36103526|33.29333179|36.32229987|-1.12183734|25.03958786|36.14659304|79.53273058|-20.66812525|23.93151438|-17.74502669|-10.75513496|-21.88022146|-29.90913072|44.42417822|29.68096274|9.37312281|-17.15383672|-39.40017235&0|-169.33803947|179.56777798|160.10003492|-104.66005585|164.37397659|171.24930907|9.58091546|178.17010701|35.83776087|-23.97430131|55.29918579|-41.30220331|11.13978038|-125.53160927|-24.99361703|-128.16876082|-15.03620242|36.87747393|51.76167554|173.72177737&1,http://www.geomidpoint.com/random/viewmap.html?0|-60.99448042|-4.70784914|-24.86640829|-50.24866551|45.68937113|21.54709856|-15.76811651|33.69903619|25.33320193|-19.05375148|15.34505696|15.91819853|-46.14826785|-0.93432412|-29.67581463|11.40666995|17.9529097|-40.04927845|45.93119425|7.61579935|-8.50311485|74.51385493|63.3942885|-0.01703629|39.50536479|20.04362097|-70.77397641|15.8373302|19.13812555|-17.48658692|-75.42417708|71.66969518|35.76352652|-48.73072644|53.85467766|-59.29164641|-32.64068948|50.62247236|17.20031629|-26.64687683|-8.5312859|-16.71878096|42.56623083|-54.25444911|-18.84152435|24.48261107|-5.87188221|-48.69194324|45.55082989|-56.9146853&0|37.66265471|-122.07904597|98.63709887|-87.5798165|89.57330913|-53.32673207|-41.46388543|114.98640843|55.42594199|-34.56343067|61.37543564|-154.07572518|78.45696733|19.93625192|-92.1119385|-74.01774874|4.11059874|-93.03737717|175.75288031|-86.470787|122.43619456|-156.59731284|-74.08142597|120.34212454|94.81863481|20.61526236|125.25536779|173.68405214|-110.63925199|82.50332651|75.07266826|-146.31225332|-97.60187374|-142.70680988|85.29877487|148.19791185|-83.89446945|-1.59336355|98.75706489|-108.31303439|-64.6130966|51.99009758|81.70482862|113.81426655|-35.68104127|69.60812387|-138.39855293|-133.93010919|46.28150382|115.35674255&1
04/05/2015 14:57:17,171473,14,38,http://www.geomidpoint.com/random/viewmap.html?0|15.0713973|57.79164611|-40.36431303|-21.11559338|17.7689572|18.40202605|-34.14074152|22.55684858|33.32824896|-4.7290935|43.19283073|-82.52872912|-47.97011669|27.26918918|-57.98605859|-35.44937167|-56.5485421|7.12973592|33.87029675|33.22218089&0|-145.73141482|109.00962872|68.61632549|-111.27698967|-59.57687183|93.21089917|108.42728475|53.30571992|-142.95321502|-108.37117345|16.55582281|65.26632647|-158.57068998|-6.0800424|72.61937735|34.66124574|-138.06528172|35.63947376|106.91761558|-155.53007605&1,http://www.geomidpoint.com/random/viewmap.html?0|46.77904647|46.40977285|-39.17562939|-80.40540774|-41.07783966|6.50562619|1.64291062|58.41577745|-15.38747669|-37.85978082|34.11218786|52.00426956|-29.20639972|-70.52606151|7.37538575|28.14216985|-47.47833068|21.25003507|-3.7162946|30.81849891|-4.52581554|-19.94032771|34.47071249|18.36913342|-4.57640729|-62.87834546|-36.65946169|7.26820847|20.09425102|81.78832729|-15.79534678|32.7955373|31.89123879|11.37350239|-88.07852557|-47.09824741|34.76144661|-45.54495612|-40.41777879|25.43101036|3.99487699|-39.99031306|-34.9576512|14.13612455|27.23014555|-54.55536547|-8.27944372|11.85803073|12.75622873|-50.74977951&0|-115.45000307|-161.44789554|-32.11024395|49.86322944|-35.26823732|-128.68826015|161.31164351|-57.61307504|-144.96215155|-164.50047387|46.99571513|105.2880134|-5.96757932|59.51631777|-37.46487307|168.9958199|-151.22627946|138.08266765|-137.90821186|79.60529492|20.04160835|116.29606492|-173.90998584|-23.4796981|9.27740452|-156.8422525|91.51530244|21.82058699|-151.08754375|22.67457547|-79.40967161|83.06541611|58.32955496|-153.22006758|-56.5699348|-25.8796854|126.50826076|-105.42791256|-158.60716025|-52.39294574|109.38668386|-100.33185122|79.78906996|-148.77733935|-86.60165047|-47.99388201|15.23369544|119.76830001|92.02854683|-44.09802838&1
04/05/2015 14:57:31,163353,12,39,http://www.geomidpoint.com/random/viewmap.html?0|31.91430535|-76.45106846|8.52771392|50.40948438|22.11132945|-27.65431812|-26.93713034|23.91085047|-7.64238887|38.23461611|-5.89900767|42.20604405|26.22789011|-54.3836582|33.95889451|41.6212078|-54.50698208|-2.58516817|-16.24017969|50.10052365&0|61.35876603|10.9602062|-101.72534665|-134.66778311|-78.29502645|35.04043715|6.90555613|-36.95135539|-4.06186486|127.49311507|-135.95770881|-63.09993243|60.11733429|133.66242681|-177.85411822|119.54231856|127.19827336|-99.90179741|44.18289652|89.40594504&1,http://www.geomidpoint.com/random/viewmap.html?0|-66.3044365|36.36542901|28.2390677|21.55928776|-6.45753644|-57.67319922|-25.70034714|-37.24930969|10.92606231|-20.74055308|38.78424133|-18.16983014|-66.26615173|-5.42342503|37.58657658|-39.36446076|43.5333212|14.22722865|-50.96691246|31.58043686|-16.45575069|-49.86299159|-17.32642013|-72.0442696|3.83894749|27.20389668|33.27630251|-2.70344688|-46.66251034|29.04485467|49.80334262|35.22922212|-12.79212882|21.26617408|-63.55080621|-39.80196479|40.23486721|7.86910455|-22.04252863|-73.89317668|51.72095368|-29.65026802|38.49993505|36.08636538|-48.31884078|7.45802025|-73.8722158|58.75532519|2.49548595|7.86205947&0|-12.61389443|5.32219534|103.63564745|-106.27630337|-153.75873186|-113.59275629|20.35863922|136.60566215|117.72015817|82.70426456|-173.50390044|-137.43456228|-55.97268975|-105.0385513|46.93423184|-122.28381134|179.26335342|13.452776|31.25505341|-50.97198956|-80.81229377|-15.73502763|152.67052406|-14.99108311|-176.09491159|-12.25533228|37.70474726|-96.19643929|27.22071396|-135.30879104|-100.07532411|-152.94083468|127.274519|61.82374939|63.05455246|50.34689826|-73.68718284|140.46452817|171.98640235|173.00644683|19.42211442|57.65616968|-176.93032831|17.02073539|163.12052137|-51.89379299|-80.77190669|-137.96055719|98.47964605|-37.01035628&1
04/05/2015 14:57:57,178633,15,33,http://www.geomidpoint.com/random/viewmap.html?0|-1.75798336|-33.40391608|-4.32749848|-20.36894476|25.22122608|-13.36997734|7.02380371|11.17495465|17.50723892|-43.21622175|61.3191644|48.58489754|-36.07027324|2.49184858|66.49833349|23.44484012|-1.4095689|33.1387743|-7.36918312|25.3709258&0|-102.58245781|80.27110151|-99.39159972|136.90568937|-35.95174742|-108.53127812|-132.14364658|36.02285477|-73.09335361|48.70685177|-52.96313247|85.61539255|-10.89665651|94.06921949|-81.21597209|-62.49777408|84.75551321|66.01176356|-21.99011441|-35.83868996&1,http://www.geomidpoint.com/random/viewmap.html?0|-56.68112459|-25.93810838|76.02210888|-5.50256195|76.72893381|36.25752103|0.56822414|9.46484525|-9.83163926|32.72534491|-55.75679742|-15.76710952|7.88986572|-10.72583858|-41.90001253|84.09509998|68.07003268|-41.60576891|43.73235021|74.30921276|-30.70960668|-4.65054751|-67.62985895|11.81390653|26.17913433|-3.90496099|-34.71889705|-5.18323596|61.71037983|-48.64664551|-56.02547255|-8.64841924|18.0244856|-43.88007222|-17.5532632|5.83436992|1.67506099|0.6090917|11.77885406|44.49969562|37.29191948|56.5392911|14.08159999|39.87882861|-0.08721157|11.76338833|8.30113166|-77.42053637|-61.84733939|44.57245177&0|-121.55421565|42.71387502|89.55379456|-20.00246218|131.97391297|-18.91092164|-19.71198055|-113.10740241|-45.98169691|142.18069565|105.57903096|102.76017008|57.32614611|-68.08359802|100.5988642|18.42317755|-151.15766899|117.99736126|76.26227698|136.51717379|-167.97154429|76.81378114|163.07872399|154.95025718|6.88213817|139.46455575|-163.17553735|107.45607836|-88.36378416|101.09467632|163.79324654|-88.42363357|-68.5543373|77.40803507|-48.16091712|74.18019264|138.14052488|-12.54485375|129.66487879|74.29304549|-27.90622108|129.20498439|45.1422742|-79.79203328|59.35602837|92.28792655|126.50230991|-47.42384681|-1.70486324|132.78405125&1
04/05/2015 14:58:48,174819,14,34,http://www.geomidpoint.com/random/viewmap.html?0|-31.34785476|-35.56379633|71.90715747|30.16128128|-44.43950803|-58.0658691|-41.22600307|-70.09371227|-28.50968763|63.83196266|64.43654765|-23.28507127|-18.96158731|32.04087289|59.14719169|-4.65398606|-5.43543901|37.57623173|33.57299835|-74.00919278&0|168.49544914|-5.09744552|-165.86029304|-97.6572757|59.68675864|-82.3422229|-148.92882039|-177.04887976|-97.43094454|-46.03340393|99.12459635|-54.09558998|-37.07478281|-9.67085031|40.60535276|-156.62432857|-172.59663337|-72.20713749|164.43990833|3.68019035&1,"http://www.geomidpoint.com/random/viewmap.html?0|30.3753373|-45.10777714|31.54589611|29.19849224|4.49099432|-6.67419261|58.61822168|3.79705138|3.44793615|53.30565696|-57.06108079|-43.23056147|-21.48714705|33.61799557|64.70830924|56.3925951|2.6049435|8.63884226|-12.26527232|26.28023717|71.41519959|35.67069579|-21.8884131|67.25700601|-8.28145409|18.38590565|-61.36055208|62.32410166|12.27952366|-28.94225654|65.38772985|31.06452271|20.75241581|-13.03886293|-14.46197035|-70.35268252|-11.79765558|-49.75866505|26.68231574|3.30981032|-19.39743409|-49.18099393|-10.89698979|12.57530738|56.70173339|-24.57816171|-63.74461502|-2.30586349|-32.01954966|15.74171451&0|-58.94489023|-45.3628|-105.69149763|-70.70619433|74.81064805|66.66616425|35.01377556|11.4656939|-97.26991914|-95.41896614|-73.59259048|142.50523219|-45.16595746|58.80138125|-84.35461669|-144.41205485|5.70540518|-128.34070269|99.21882408|115.96670471|-27.77980285|-152.61329978|-111.80706684|-171.07243252|109.04496871|158.58314504|99.80094722|-31.29131127|147.32937938|140.38563914|124.97185387|-87.28307243|-128.07361949|174.05215412|126.33656691|-133.71457592|131.60327205|-58.54267098|-32.30645803|160.81273375|144.00168691|-66.6219201|115.67436364|65.87192304|93.68577403|144.27439053|20.46215671|-130.41364513|-148.80791334|151.74788586&1
"
